item_code,item_name,bedroom,bathroom,area,direction,address,total_price,unit_price,gross_unit_price,payment,property_Phòng ngủ,property_Phòng tắm,property_Diện tích sử dụng,property_Hướng,property_Hiện trạng nhà,property_Giấy tờ,property_Chiều dài,property_Chiều rộng,property_Diện tích đất,property_Độ rộng hẻm,property_Kết cấu nhà,property_Năm xây dựng,property_Độ rộng mặt tiền đường,utility_Na,"utility_Gần chợ, siêu thị",utility_Gần trường học,utility_Di chuyển thuận tiện ra trung tâm,utility_Thiết kế thông thoáng,"utility_Khu vực an ninh, yên tĩnh",utility_Gần mặt tiền đường,utility_Gần bệnh viện,"utility_Gần công viên, trung tâm",utility_Sân để xe rộng rãi,utility_Hẻm thông,utility_Cần bán gấp,utility_Nở hậu,utility_2 Mặt hẻm,utility_2 Mặt đường chính
366780,Bán nhà mặt tiền đường Phường 2 Quận 8 - Sổ hồng riêng chính chủ,7,7,97.5 m²,Đông,"Đ.Dương Bá Trạc, P.2, Q.8, Hồ Chí Minh","26,5 tỷ",264 triệu/m²,"271,7 triệu/m²","273,61 triệu/tháng",7,7,143.5 m²,Đông,,Sổ hồng,22.55 m,4.36 m,97.5 m²,,1 trệt + 4 lầu,,20 m,True,,,,,,,,,,,,,,
383066,"Bán 2 dãy nhà trọ, liền kề, khu vực gần trường Đại Học Văn Thương, Thu nhập ổn định",1,1,333 m²,Nam,"Đ.Ung Văn Khiêm, P.25, Q.Bình Thạnh, Hồ Chí Minh","26,5 tỷ",,"79,5 triệu/m²","273,61 triệu/tháng",1,1,,Nam,Đang cho thuê,Sổ hồng,22.4 m,15.06 m,333 m²,4 m,,,,,True,,,,,,,,,,,,,
264359,"Chính chủ cần bán gấp lô đất nền phường Thạnh Mỹ Lợi, Quận 2",,,126.3 m²,T.Nam,"Đ.Đồng Văn Cống, P.Thạnh Mỹ Lợi, Q.2, Hồ Chí Minh","26,5 tỷ",,"209,8 triệu/m²","273,61 triệu/tháng",,,,T.Nam,,Sổ hồng,25 m,5 m,126.3 m²,,,,60 m,,True,True,True,True,True,True,,,,,,,,
354174,"Bán đất nền lô góc 2 mặt tiền xe hơi, phường Thạnh Mỹ Lợi, TP Thủ Đức.",,,142.5 m²,Đ.Bắc,"Đ.56, P.Thạnh Mỹ Lợi, Q.2, Hồ Chí Minh","26,5 tỷ",,"185,9 triệu/m²","273,61 triệu/tháng",,,,Đ.Bắc,,Sổ hồng,20 m,7 m,142.5 m²,,,,8 m,,,,True,True,True,,,,,,,,,True
381240,"Chính chủ bán nhà đôi gần TTTM Gigamall, phường Hiệp Bình Chánh, Thủ Đức",8,4,180.4 m²,Đ.Bắc,"Đ.số 22, P.Hiệp Bình Chánh, Q.Thủ Đức, Hồ Chí Minh","26,5 tỷ",,"146,8 triệu/m²","273,61 triệu/tháng",8,4,175.59 m²,Đ.Bắc,,Sổ hồng,19.51 m,9 m,180.4 m²,,1 trệt,,6 m,,True,True,True,True,True,True,,,,,,,,
415579,"Bán nhà căn đôi hẻm xe hơi phường Hiệp Tân, quận Tân Phú",3,2,225.8 m²,Bắc,"Đ.Tô Hiệu, P.Hiệp Tân, Q.Tân Phú, Hồ Chí Minh","26,5 tỷ","97,8 triệu/m²","117,3 triệu/m²","273,61 triệu/tháng",3,2,838.4 m²,Bắc,Đang ở,Sổ hồng,28.21 m,8 m,225.8 m²,8 m,"1 trệt, 1 tầng thượng + 4 lầu",,,True,,,,,,,,,,,,,,
413264,BÁN NHÀ HẺM XE HƠI - PHƯỜNG HIỆP BÌNH CHÁNH TP THỦ ĐỨC - CÓ 33 PHÒNG TRỌ THU NHẬP 100 TRIỆU/ THÁNG,36,36,238.5 m²,T.Nam,"Đ.Số 38, P.Hiệp Bình Chánh, Q.Thủ Đức, Hồ Chí Minh","26,5 tỷ","98,7 triệu/m²","111,1 triệu/m²","273,61 triệu/tháng",36,36,563.04 m²,T.Nam,,Sổ hồng,19.81 m,4 m,238.5 m²,4 m,"1 trệt, 1 lửng + 3 lầu",,,True,,,,,,,,,,,,,,
347644,Bán Hai Căn Liền kề Nhà Riêng Quận 6 - Gầu Phạm Văn Chí - Đang cho thuê 100 triệu,16,17,160 m²,Nam,"Đ.số 58, P.10, Q.6, Hồ Chí Minh","26,5 tỷ","146,4 triệu/m²","165,6 triệu/m²","273,61 triệu/tháng",16,17,585.4 m²,Nam,Đang cho thuê,Sổ hồng,20.44 m,7.82 m,160 m²,,"1 trệt, 1 tầng thượng + 3 lầu",2020,20 m,,True,True,True,True,,,,,,,,,,
168816,"Bán lô đất nở hậu chữ L, mặt tiền nội bộ, phường Linh Đông, Quận Thủ Đức.",,,339.6 m²,Đ.Bắc,"Đ.Số 28, P.Linh Đông, Q.Thủ Đức, Hồ Chí Minh","26,3 tỷ",,"77,4 triệu/m²","271,54 triệu/tháng",,,,Đ.Bắc,,Sổ hồng,42.82 m,6.71 m,339.6 m²,,,,4.95 m,,True,True,True,,,,True,True,True,,True,,,True
385685,Bán Căn Góc Nhà Mặt Tiền Khu Dân Cư Tân An Huy Phường Tân Phong Quận 7,5,6,211.8 m²,T.Bắc,"Đ.KDC Tân An Huy, P.Tân Phong, Q.7, Hồ Chí Minh",26 tỷ,"116,1 triệu/m²","122,7 triệu/m²","268,45 triệu/tháng",5,6,362.5 m²,T.Bắc,,Sổ hồng,20.68 m,10.24 m,211.8 m²,,1 trệt + 2 lầu,,10 m,,True,True,True,True,,,,,True,,,,,
331374,"Bán dãy trọ 23 phòng hẻm xe hơi ngay đường số 8, Phường Linh Trung, Quận Thủ Đức",23,23,200 m²,Đ.Nam,"Đ.Số 8, P.Linh Trung, Q.Thủ Đức, Hồ Chí Minh",26 tỷ,"127,4 triệu/m²",130 triệu/m²,"268,45 triệu/tháng",23,23,152.3 m²,Đ.Nam,Đang cho thuê,Sổ hồng,31.28 m,4.97 m,200 m²,4.16 m,1 trệt + 1 lầu,,,,True,True,True,True,True,True,True,,True,,,,,
53404,"Bán nhà mặt tiền đường 30m, Tăng Nhơn Phú B, Quận 9. Chính chủ sổ hồng riêng",1,1,219.1 m²,T.Bắc,"Đ.Lê Văn Việt, P.Tăng Nhơn Phú B, Q.9, Hồ Chí Minh",26 tỷ,"118,6 triệu/m²","118,6 triệu/m²","268,45 triệu/tháng",1,1,179.4 m²,T.Bắc,Đang cho thuê,Sổ hồng,24.9 m,3.19 m,219.1 m²,,1 trệt,,20 m,,True,True,True,,,True,,True,,,True,,,
253370,Bán nhà MẶT TIỀN ĐƯỜNG LÝ TỰ TRỌNG tại trung tâm Quận 1,5,4,46.54 m²,Đ.Nam,"Đ.Lý Tự Trọng, P.Bến Thành, Q.1, Hồ Chí Minh",26 tỷ,"536,8 triệu/m²","558,6 triệu/m²","268,45 triệu/tháng",5,4,223.5 m²,Đ.Nam,Đang cho thuê,Sổ hồng,11.78 m,3.95 m,46.54 m²,,1 trệt + 3 lầu,,12 m,,True,True,True,,,True,,True,True,,True,,,
135685,"Bán nhà mặt tiền Quận Gò Vấp - Thuận tiện kinh doanh, buôn bán.",2,2,333.1 m²,Đ.Bắc,"Đ.Lê Đức Thọ, P.17, Q.Gò Vấp, Hồ Chí Minh",26 tỷ,"75,5 triệu/m²",78 triệu/m²,"268,45 triệu/tháng",2,2,249.8 m²,Đ.Bắc,Đang cho thuê,Sổ đỏ,51.6 m,5 m,333.1 m²,,1 trệt + 1 lầu,,15 m,,True,True,True,True,,,True,,,,,,,
28476,Bán nhà mặt tiền đường kinh doanh sầm uất Quận Phú Nhuận,2,4,97.6 m²,T.Bắc,"Đ.Đặng Văn Ngữ, P.14, Q.Phú Nhuận, Hồ Chí Minh",26 tỷ,"258,7 triệu/m²","266,3 triệu/m²","268,45 triệu/tháng",2,4,194.4 m²,T.Bắc,Đang cho thuê,Sổ hồng,25.06 m,3.06 m,97.6 m²,,"1 trệt, 1 tầng thượng + 1 lầu",,10 m,,True,True,True,,,,True,,,,True,,,
249325,Cần bán đất nền tiện kết hợp nhà vườn hoặc phân lô phường Long Phước quận 9.,,,1559 m²,T.Nam,"Đ.Long Thuận, P.Long Phước, Q.9, Hồ Chí Minh",26 tỷ,,"16,6 triệu/m²","268,45 triệu/tháng",,,,T.Nam,,Sổ đỏ,60 m,25 m,1559 m²,2 m,,,,,True,True,True,,,,,True,,,True,,,
293768,Nhà mặt tiền Hồng Bàng Quận 5 - Gần Công ty Điện Lực Chợ Lớn,,2,100.2 m²,,"Đ.Hồng Bàng, P.11, Q.5, Hồ Chí Minh",26 tỷ,"252,1 triệu/m²","259,4 triệu/m²","268,45 triệu/tháng",,2,190.16 m²,,,Sổ hồng,23.8 m,4.2 m,100.2 m²,,"1 trệt, 1 lửng + 1 lầu",,40 m,True,,,,,,,,,,,,,,
297102,Bán nhà 2 mặt tiền đường phường 3 quận 3,2,2,77.7 m²,Đ.Bắc,"Đ.Bàn Cờ, P.3, Q.3, Hồ Chí Minh",26 tỷ,"325,9 triệu/m²","334,6 triệu/m²","268,45 triệu/tháng",2,2,175 m²,Đ.Bắc,,Sổ hồng,20 m,4.1 m,77.7 m²,,1 trệt + 2 lầu,,15 m,True,,,,,,,,,,,,,,
142489,Bán dãy 2 kiot P. Bình Trị Đông A- Bình Tân - Gồm 19 kiot đang cho thuê 50 triệu/tháng,19,19,459.1 m²,Đ.Nam,"Đ.Hương Lộ 2, P.Bình Trị Đông A, Q.Bình Tân, Hồ Chí Minh",26 tỷ,"52,3 triệu/m²","56,6 triệu/m²","268,45 triệu/tháng",19,19,587.7 m²,Đ.Nam,Đang cho thuê,Sổ hồng,44.65 m,10.5 m,459.1 m²,10 m,1 trệt + 1 lầu,,,,True,True,True,True,True,True,True,True,,True,,,,
237431,"Bán nhà mặt tiền Xã Phong Phú, Huyện Bình Chánh - Sổ hồng chính chủ - Mặt tiền đường",30,30,300.8 m²,Tây,"Đ.Quốc Lộ 50, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",26 tỷ,"82,9 triệu/m²","86,4 triệu/m²","268,45 triệu/tháng",30,30,228.4 m²,Tây,,Sổ hồng,29.42 m,8.53 m,300.8 m²,,1 trệt + 3 lầu,,12 m,,True,True,,,,True,,,,,,,,
299019,Bán Nhà 4 Lầu Mặt Tiền Kinh Doanh 16m Gần Ngã 4 Hậu Giang - Nguyễn Văn Luông P12 Q6 - 4.1x19m,6,6,78.9 m²,Tây,"Đ.Nguyễn Văn Luông, P.11, Q.6, Hồ Chí Minh",26 tỷ,"305,8 triệu/m²","329,5 triệu/m²","268,45 triệu/tháng",6,6,356.1 m²,Tây,Đang ở,Sổ hồng,19 m,4.1 m,78.9 m²,,"1 trệt, 1 tầng thượng + 4 lầu",,25 m,True,,,,,,,,,,,,,,
112409,Nhà bán Quận Gò Vấp - Mặt tiền đường đông đúc - Xây dựng kiên cố - Khu trung tâm,6,6,181.2 m²,Đ.Nam,"Đ.Huỳnh Khương An, P.5, Q.Gò Vấp, Hồ Chí Minh",26 tỷ,"131,2 triệu/m²","143,4 triệu/m²","268,45 triệu/tháng",6,6,421.3 m²,Đ.Nam,,Sổ hồng,26.51 m,7.06 m,181.2 m²,,"1 trệt, 1 tầng thượng + 3 lầu",,3 m,,True,True,True,True,,,,True,True,,,,,
351240,"Bán nhà riêng trung tâm Quận 5 - Xây dựng kiên cố,thuận tiện kinh doanh mua bán",10,10,65.2 m²,Nam,"Đ.Bạch Vân, P.5, Q.5, Hồ Chí Minh",26 tỷ,"365,1 triệu/m²","398,7 triệu/m²","268,45 triệu/tháng",10,10,417.2 m²,Nam,Đang ở,Sổ hồng,16.6 m,4.1 m,65.2 m²,,"1 trệt, 1 lửng, 1 tầng thượng + 4 lầu",,20 m,,True,True,True,True,True,True,,True,,,,,,
303521,"Bán đất mặt tiền đường Nguyễn Xí, Phường 13. Bình Thạnh",,,182.6 m²,Đông,"Đ.Nguyễn Xí, P.13, Q.Bình Thạnh, Hồ Chí Minh",26 tỷ,,"142,3 triệu/m²","268,45 triệu/tháng",,,182.6 m²,Đông,,Sổ hồng,37.95 m,4.45 m,182.6 m²,,,,15 m,,True,True,,,,,,True,,,,,,
90929,Bán nhà mặt tiền quận Tân Phú - Thuận tiện kinh doanh.,5,5,207 m²,T.Bắc,"Đ.Khuông Việt, P.Phú Trung, Q.Tân Phú, Hồ Chí Minh",26 tỷ,"102,3 triệu/m²","125,6 triệu/m²","268,45 triệu/tháng",5,5,916 m²,T.Bắc,Đang cho thuê,Sổ hồng,37.48 m,5.82 m,207 m²,,"1 trệt, 1 áp mái + 4 lầu",,12 m,True,,,,,,,,,,,,,,
412055,"Bán lô đất thổ cư có diện tích lớn ở đường Hưng Nhơn xã Tân Kiên, huyện Bình Chánh",,,672.7 m²,Đ.Nam,"Đ.Ấp 2, X.Tân Kiên, H.Bình Chánh, Hồ Chí Minh",26 tỷ,,"38,6 triệu/m²","268,45 triệu/tháng",,,230.9 m²,Đ.Nam,,Sổ hồng,29.92 m,21.71 m,672.7 m²,2.7 m,,,,,True,True,True,True,,,,,,,,,,
333824,CẦN BÁN NHÀ HẺM XE TẢI ĐƯỜNG CÙ LAO QUẬN PHÚ NHUẬN,,,151.7 m²,Đông,"Đ.Cù Lao, P.2, Q.Phú Nhuận, Hồ Chí Minh",26 tỷ,"171,3 triệu/m²","171,3 triệu/m²","268,45 triệu/tháng",,,108.5 m²,Đông,,Sổ hồng,22 m,6.8 m,151.7 m²,6 m,1 trệt,,,True,,,,,,,,,,,,,,
409146,BÁN NHÀ 2 MẶT TIỀN ĐƯỜNG CHÍNH PHƯỜNG 13 QUẬN 5,2,3,61.8 m²,Đông,"Đ.Phùng Hưng, P.13, Q.5, Hồ Chí Minh",26 tỷ,"409,3 triệu/m²","420,7 triệu/m²","268,45 triệu/tháng",2,3,181.84 m²,Đông,Đang cho thuê,Sổ hồng,23.4 m,0.8 m,61.8 m²,,1 trệt + 2 lầu,,12 m,,True,True,True,True,True,,True,True,True,,,,,
329505,"Bán nhà riêng Quận 5 - Sổ hồng riêng chính chủ - Pháp lý minh bạch, rõ ràng",,4,95.2 m²,Nam,"Đ.Tăng Bạt Hổ, P.12, Q.5, Hồ Chí Minh",26 tỷ,"260,2 triệu/m²","273,1 triệu/m²","268,45 triệu/tháng",,4,269.5 m²,Nam,Đang cho thuê,Sổ hồng,27.1 m,3.9 m,95.2 m²,,1 trệt + 3 lầu,,12 m,True,,,,,,,,,,,,,,
389297,"Bán nhà mặt tiền đường Quận Tân Phú, khu an ninh",5,5,200 m²,T.Bắc,"Đ.B2, P.Tây Thạnh, Q.Tân Phú, Hồ Chí Minh",26 tỷ,"120,4 triệu/m²",130 triệu/m²,"268,45 triệu/tháng",5,5,495 m²,T.Bắc,Đang ở,Sổ hồng,25 m,8 m,200 m²,,1 trệt + 2 lầu,,8 m,,True,True,,,,,,,,,,,,
369239,Bán 1 phần lô đất lớn mặt tiền đường phường Tân Phú- Thành Phố Thủ Đức,,,400 m²,Nam,"Đ.Số 154, P.Tân Phú, Q.9, Hồ Chí Minh",26 tỷ,,65 triệu/m²,"268,45 triệu/tháng",,,,Nam,,Sổ hồng,43 m,9.3 m,400 m²,,,,10 m,,True,,True,True,True,,,True,True,,,,,
132850,Bán nhà mặt tiền kinh doanh Quận 6 - Nở hậu - Gần chợ Lớn,4,5,73.4 m²,Tây,"Đ.Mai Xuân Thưởng, P.2, Q.6, Hồ Chí Minh",26 tỷ,"332,2 triệu/m²","354,2 triệu/m²","268,45 triệu/tháng",4,5,307.8 m²,Tây,Đang ở,Sổ hồng,9.95 m,5.27 m,73.4 m²,,"1 trệt, 1 lửng, 1 tầng thượng + 2 lầu",,21.02 m,,True,,True,True,,,,True,,,,,,
339439,"Cần bán nhà mặt tiền đường 8m phường An Phú, Thành phố Thủ Đức - Hướng Tây Bắc",4,5,126 m²,T.Bắc,"Đ.Lương Định Của, P.An Phú, Q.2, Hồ Chí Minh",26 tỷ,"195,9 triệu/m²","206,3 triệu/m²","268,45 triệu/tháng",4,5,288.12 m²,T.Bắc,,Sổ hồng,18 m,7 m,126 m²,,"1 trệt, 1 tầng thượng + 2 lầu",,12 m,,,,True,True,True,True,,,True,,,,,
334459,"Bán nhà 2 căn liền kề ,Phường 16 ,Quận 8",43,43,396 m²,Tây,"Đ.Nguyễn Ngọc Cung, P.16, Q.8, Hồ Chí Minh",26 tỷ,"56,2 triệu/m²","65,6 triệu/m²","268,45 triệu/tháng",43,43,970.2 m²,Tây,Đang ở,Sổ hồng,24.25 m,16 m,396 m²,,1 trệt + 2 lầu,,8 m,,True,True,,,,True,,,,,,,,
405042,"Bán 2 căn liền kề nhà mặt tiền Cư xá Phú Lâm D, Lý Chiêu Hoàng, Phường 10, Quận 6.",8,9,142.6 m²,T.Nam,"Đ.Lô B Cư xá phú lâm D, P.10, Q.6, Hồ Chí Minh",26 tỷ,"170,1 triệu/m²","182,3 triệu/m²","268,45 triệu/tháng",8,9,383 m²,T.Nam,,Sổ hồng,17.5 m,8 m,142.6 m²,,"1 trệt, 1 lửng + 2 lầu",,10 m,True,,,,,,,,,,,,,,
355053,Bán nhà riêng mặt tiền đường ngay trung tâm Quận 5 - Gần TTTM Garder Mall,6,6,71.2 m²,Đông,"Đ.Phó Cơ Điều, P.12, Q.5, Hồ Chí Minh","25,9 tỷ","350,8 triệu/m²","363,7 triệu/m²","267,41 triệu/tháng",6,6,202.8 m²,Đông,Đang cho thuê,Sổ hồng,19.4 m,3.7 m,71.2 m²,,"1 trệt, 1 lửng + 2 lầu",,12 m,True,,,,,,,,,,,,,,
419880,Bán kho xưởng 949m2 - Gần khu Công Nghê Cao Phường Long Trường Quận 9 - Đang cho thuê thu nhập 60 triệu/tháng.,,1,949 m²,T.Bắc,"Đ.Số 8, P.Long Trường, Q.9, Hồ Chí Minh","25,8 tỷ",,"27,1 triệu/m²","266,38 triệu/tháng",,1,949 m²,T.Bắc,Đang cho thuê,Sổ hồng,47.63 m,21.03 m,949 m²,,,,8 m,True,,,,,,,,,,,,,,
346485,Bán Biệt thự phong cách Châu Âu giữa lòng Bình Thạnh,4,4,204.5 m²,Nam,"Đ.Lê Quang Định, P.11, Q.Bình Thạnh, Hồ Chí Minh","25,8 tỷ","117,1 triệu/m²","126,1 triệu/m²","266,38 triệu/tháng",4,4,352.8 m²,Nam,,Sổ hồng,20.57 m,8.69 m,204.5 m²,5 m,1 trệt + 4 lầu,,,,True,,,,,,,,,,,,,
154083,Bán Đất Nền Mặt Tiền Xã Nhơn Đức Huyện Nhà Bè,,,730.6 m²,Đ.Nam,"Đ.Nguyễn Bình, X.Nhơn Đức, H.Nhà Bè, Hồ Chí Minh","25,57 tỷ",,35 triệu/m²,"264,02 triệu/tháng",,,,Đ.Nam,Đang ở,Sổ hồng,43.76 m,22.37 m,730.6 m²,,,,14 m,,True,True,True,,,,True,True,,,,,,
375001,"Bán lô đất trồng cây hằng năm, diện tích 2929m2 Nhị Bình hóc Môn",,,2929 m²,Đ.Bắc,"Đ.Võ Thị Đầy, X.Nhị Bình, H.Hóc Môn, Hồ Chí Minh","25,52 tỷ",,"8,7 triệu/m²","263,49 triệu/tháng",,,,Đ.Bắc,,Sổ đỏ,57.35 m,50.05 m,2929 m²,2 m,,,,,True,True,,,,True,,,,,,,,
382386,Bán Nhà 1 Trệt 2 Lầu Có Áp Mái Mặt Tiền Đường Phường Phú Mỹ Quận 7 ,6,2,135.5 m²,Nam,"Đ.Phạm Hữu Lầu, P.Phú Mỹ, Q.7, Hồ Chí Minh","25,5 tỷ",177 triệu/m²,"188,1 triệu/m²","263,28 triệu/tháng",6,2,330.67 m²,Nam,Đang ở,Sổ hồng,28 m,6.4 m,135.5 m²,,"1 trệt, 1 áp mái + 2 lầu",,12 m,,True,True,True,True,True,,True,True,,,,,,
417040,"Bán nhà riêng thành phố Thủ Đức - Nhà thiết kế hiện đại, khu dân cư sầm uất",6,5,219.6 m²,T.Bắc,"Đ.Số 17, P.Hiệp Bình Chánh, Q.Thủ Đức, Hồ Chí Minh","25,5 tỷ","112,4 triệu/m²","116,1 triệu/m²","263,28 triệu/tháng",6,5,237.2 m²,T.Bắc,Đang ở,Sổ hồng,24.49 m,9 m,219.6 m²,8 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
124351,"Bán nhà cấp 4 cũ phường Bình Khánh, quận 2. Phù hợp kinh doanh, đầu tư sinh lời.",2,2,150.42 m²,T.Bắc,"Đ.Trần Não, P.Bình Khánh, Q.2, Hồ Chí Minh","25,5 tỷ","168,2 triệu/m²","169,5 triệu/m²","263,28 triệu/tháng",2,2,59.32 m²,T.Bắc,Đang ở,Sổ đỏ,20 m,7.51 m,150.42 m²,4 m,"1 trệt, 1 gác suốt",,,,True,True,True,True,True,True,True,True,True,True,True,,,
166452,Nhà xây kiên cố quận Tân Bình,8,7,145.2 m²,Tây,"Đ.Cộng Hòa, P.12, Q.Tân Bình, Hồ Chí Minh","25,5 tỷ","164,6 triệu/m²","175,6 triệu/m²","263,28 triệu/tháng",8,7,415 m²,Tây,Đang ở,Sổ hồng,17.6 m,8 m,145.2 m²,10 m,1 trệt + 2 lầu,,,,True,True,,,,,,,,,,,,
67714,"Cần bán gấp căn shophouse dự án Victoria  Village mặt tiền Đồng Văn Cống, TP Thủ Đức.",,,110 m²,,"Đ.Đồng Văn Cống, P.Thạnh Mỹ Lợi, Q.2, Hồ Chí Minh","25,5 tỷ","-2.260.181.818,1 đ/m²","231,8 triệu/m²","263,28 triệu/tháng",,,356 m²,,,,22 m,5 m,110 m²,,1 trệt + 24 lầu,,60 m,,,,,,,,,,,,True,,,
312569,CẦN BÁN CĂN HỘ DỊCH VỤ HẺM XE HƠI ĐƯỜNG HỒ VĂN HUÊ QUẬN PHÚ NHUẬN,10,8,150 m²,Đ.Bắc,"Đ.Hồ Văn Huê, P.9, Q.Phú Nhuận, Hồ Chí Minh","25,5 tỷ","150,5 triệu/m²",170 triệu/m²,"263,28 triệu/tháng",10,8,556.7 m²,Đ.Bắc,Đang cho thuê,Sổ hồng,37 m,4 m,150 m²,3 m,"1 trệt, 1 tầng thượng + 3 lầu",,,True,,,,,,,,,,,,,,
385288,Chính chủ bán nhà mặt tiền đường phường Tân Phú- Thành Phố Thủ Đức,,,187.2 m²,Đông,"Đ.Hoàng Hữu Nam, P.Tân Phú, Q.9, Hồ Chí Minh","25,4 tỷ","135,6 triệu/m²","135,6 triệu/m²","262,25 triệu/tháng",,,29.8 m²,Đông,,Sổ hồng,31.04 m,6 m,187.2 m²,,1 trệt,,15 m,,True,True,True,True,True,True,,,,,,,,
68752,"BÁN NHÀ QUẬN 7 Cần bán nhà thiết kế cực đẹp, mặt tiền rộng ngay trung tâm Quận 7",2,2,120 m²,T.Bắc,"Đ.Số 53, P.Tân Phong, Q.7, Hồ Chí Minh","25,05 tỷ","201,7 triệu/m²","208,7 triệu/m²","258,64 triệu/tháng",2,2,217.3 m²,T.Bắc,,Sổ hồng,20 m,6 m,120 m²,,"1 trệt, 1 tầng thượng + 1 lầu",,10 m,,True,True,True,,True,True,,True,,,,,,
337154,Bán nhà riêng mặt tiền đường Phường 9 Quận 8.,10,5,137.6 m²,Đ.Nam,"Đ.Hưng Phú, P.9, Q.8, Hồ Chí Minh",25 tỷ,"168,1 triệu/m²","181,6 triệu/m²","258,12 triệu/tháng",10,5,484.7 m²,Đ.Nam,,Sổ hồng,20.91 m,7.19 m,137.6 m²,,"1 trệt, 1 lửng + 1 lầu",,15 m,True,,,,,,,,,,,,,,
109277,Nhà đẹp hẻm xe hơi gần sân bay,4,4,210.08 m²,Đ.Nam,"Đ.Cộng Hòa, P.13, Q.Tân Bình, Hồ Chí Minh",25 tỷ,"106,1 triệu/m²",119 triệu/m²,"258,12 triệu/tháng",4,4,516.11 m²,Đ.Nam,Đang ở,Sổ hồng,43 m,5 m,210.08 m²,8 m,"1 trệt, 1 tầng thượng + 3 lầu",,,,True,True,,,,,,,,,,,,
383895,Bán nhà riêng mặt tiền đường phường Long Bình- Thành Phố Thủ Đức,3,2,193.1 m²,Đ.Bắc,"Đ.Số 13, P.Long Bình, Q.9, Hồ Chí Minh",25 tỷ,"123,1 triệu/m²","129,4 triệu/m²","258,12 triệu/tháng",3,2,315.5 m²,Đ.Bắc,Đang ở,Sổ hồng,21.07 m,8.77 m,193.1 m²,,1 trệt + 2 lầu,,10 m,,,,True,,,,,True,True,,,,,
403424,"Bán nhà phố mặt tiền đường 30m, Phường Phước Long B, TP Thủ Đức",,2,127.15 m²,T.Nam,"Đ.Đỗ Xuân Hợp, P.Phước Long B, Q.9, Hồ Chí Minh",25 tỷ,,"196,6 triệu/m²","258,12 triệu/tháng",,2,127.15 m²,T.Nam,Đang cho thuê,Sổ hồng,19.1 m,6.65 m,127.15 m²,,1 trệt,,40 m,,True,True,,True,,True,,,True,,,,,
302387,Bán nhà mặt tiền quận Phú Nhuận phường 15,5,6,66.4 m²,Đ.Bắc,"Đ.Phan Đình Phùng, P.15, Q.Phú Nhuận, Hồ Chí Minh",25 tỷ,"359,6 triệu/m²","376,5 triệu/m²","258,12 triệu/tháng",5,6,213 m²,Đ.Bắc,Đang cho thuê,Sổ hồng,17 m,4.05 m,66.4 m²,,"1 trệt, 1 tầng thượng + 3 lầu",,21 m,,True,,True,,,,True,True,,,,,,
338982,"Bán lô đất mặt tiền đường xe hơi, cách cầu Sài Gòn 600m, phường Bình An, TP Thủ Đức.",,,159.7 m²,Đ.Bắc,"Đ.Số 1, P.Bình An, Q.2, Hồ Chí Minh",25 tỷ,,"156,5 triệu/m²","258,12 triệu/tháng",,,,Đ.Bắc,,Sổ hồng,28.66 m,5.6 m,159.7 m²,,,,6 m,,,,True,,True,True,,True,,,,,,
331534,"Bán nhà riêng Quận 6- Gần chợ, siêu thị và công viên",8,8,87.5 m²,Đông,"Đ.Số 23, P.10, Q.6, Hồ Chí Minh",25 tỷ,"265,6 triệu/m²","285,7 triệu/m²","258,12 triệu/tháng",8,8,333.6 m²,Đông,Đang cho thuê,Sổ hồng,17.5 m,5 m,87.5 m²,,"1 trệt, 1 tầng thượng + 4 lầu",,20 m,True,,,,,,,,,,,,,,
298557,BÁN NHÀ HẺM NGUYỄN THỊ MINH KHAI - KHU VỰC TRUNG TÂM QUẬN 1,10,8,104.17 m²,T.Nam,"Đ.Nguyễn Thị Minh Khai, P.Bến Nghé, Q.1, Hồ Chí Minh",25 tỷ,"220,3 triệu/m²","239,9 triệu/m²","258,12 triệu/tháng",10,8,353.95 m²,T.Nam,,Sổ hồng,13.8 m,7.6 m,104.17 m²,2.5 m,"1 trệt, 1 lửng + 3 lầu",,,,,True,True,True,True,True,,True,,True,True,,,
327235,"Bán gấp nhà 1 trệt 2 lầu, mặt tiền đường kinh doanh, ngay Chợ Tam Hà, phường Tam Phú, Quận Thủ Đức",6,4,147.3 m²,Nam,"Đ.Tỉnh Lộ số 43, P.Tam Phú, Q.Thủ Đức, Hồ Chí Minh",25 tỷ,"159,6 triệu/m²","169,7 triệu/m²","258,12 triệu/tháng",6,4,324.8 m²,Nam,Đang cho thuê,Sổ hồng,37 m,3.26 m,147.3 m²,,"1 trệt, 1 tầng thượng + 2 lầu",,14.3 m,,True,True,True,True,,,True,True,True,,True,True,,
371811,Bán nhà quận Gò Vấp - Nhà 2 mặt hẻm - Khu biệt thự dân trí cao,5,5,243 m²,Đ.Bắc,"Đ.Nguyễn Oanh, P.15, Q.Gò Vấp, Hồ Chí Minh",25 tỷ,"84,6 triệu/m²","102,8 triệu/m²","258,12 triệu/tháng",5,5,972 m²,Đ.Bắc,Đang ở,Sổ hồng,20 m,13.7 m,243 m²,8 m,"1 trệt + 2 lầu, có tầng hầm",,,True,,,,,,,,,,,,,,
